;Provincia;Fecha;Poblacion;Comunidad;Poblacion_normalizado
3547;Melilla;2016-01-01;85457.0;Melilla;0.943387494858083
3549;Melilla;2015-07-01;85278.0;Melilla;0.9341834635952283
3551;Melilla;2015-01-01;85009.0;Melilla;0.920351707116413
3553;Melilla;2014-07-01;84415.0;Melilla;0.8898087206910736
3555;Melilla;2014-01-01;84103.0;Melilla;0.8737659399424106
3557;Melilla;2013-07-01;83820.0;Melilla;0.859214315096668
3559;Melilla;2013-01-01;83669.0;Melilla;0.8514500205676676
3561;Melilla;2012-07-01;82689.0;Melilla;0.8010592348827643
3563;Melilla;2012-01-01;81786.0;Melilla;0.7546277252159606
3565;Melilla;2011-07-01;80171.0;Melilla;0.6715857671740024
3567;Melilla;2011-01-01;78863.0;Melilla;0.6043294940353764
3569;Melilla;2010-07-01;77424.0;Melilla;0.5303373097490744
3571;Melilla;2010-01-01;76047.0;Melilla;0.45953311394487867
3573;Melilla;2009-07-01;74484.0;Melilla;0.37916495269436445
3575;Melilla;2009-01-01;73361.0;Melilla;0.32142122583299054
3577;Melilla;2008-07-01;72213.0;Melilla;0.2623920197449609
3579;Melilla;2008-01-01;71244.0;Melilla;0.21256684491978609
3581;Melilla;2007-07-01;70080.0;Melilla;0.15271493212669685
3583;Melilla;2007-01-01;68968.0;Melilla;0.09553681612505142
3585;Melilla;2006-07-01;67924.0;Melilla;0.0418552036199095
3587;Melilla;2006-01-01;67110.0;Melilla;0.0
