;Provincia;Fecha;Poblacion;Comunidad;Poblacion_normalizado
2869;Sevilla;2013-01-01;1935023.0;Andalucia;0.839053512346209
2871;Sevilla;2012-07-01;1933387.0;Andalucia;0.8282493412493479
2873;Sevilla;2012-01-01;1932573.0;Andalucia;0.8228736717671687
2875;Sevilla;2011-07-01;1925234.0;Andalucia;0.7744067942122399
2877;Sevilla;2011-01-01;1918747.0;Andalucia;0.7315665387688792
2879;Sevilla;2010-07-01;1910388.0;Andalucia;0.6763635643198194
2881;Sevilla;2010-01-01;1902956.0;Andalucia;0.6272825132245432
2883;Sevilla;2009-07-01;1893602.0;Andalucia;0.565508542295424
2885;Sevilla;2009-01-01;1884107.0;Andalucia;0.5028034050309398
2887;Sevilla;2008-07-01;1872245.0;Andalucia;0.4244665605621339
2889;Sevilla;2008-01-01;1859555.0;Andalucia;0.3406615903792687
2891;Sevilla;2007-07-01;1846364.0;Andalucia;0.2535480078984038
2893;Sevilla;2007-01-01;1831956.0;Andalucia;0.15839733726052185
2895;Sevilla;2006-07-01;1819650.0;Andalucia;0.07712830943780007
2897;Sevilla;2006-01-01;1807971.0;Andalucia;0.0
2898;Soria;2023-01-01;89528.0;Castilla y Leon;0.17996094336788343
2899;Soria;2022-10-01;89218.0;Castilla y Leon;0.1333934204596665
2900;Soria;2022-07-01;88901.0;Castilla y Leon;0.0857743728406189
2901;Soria;2022-04-01;88424.0;Castilla y Leon;0.014120474688298032
2902;Soria;2022-01-01;88330.0;Castilla y Leon;0.0
2903;Soria;2021-10-01;88426.0;Castilla y Leon;0.014420910319963948
2904;Soria;2021-07-01;88399.0;Castilla y Leon;0.010365029292474088
2905;Soria;2021-04-01;88648.0;Castilla y Leon;0.047769265434880574
2906;Soria;2021-01-01;88796.0;Castilla y Leon;0.07000150217815833
2908;Soria;2020-07-01;88755.0;Castilla y Leon;0.06384257172900706
2910;Soria;2020-01-01;89302.0;Castilla y Leon;0.14601171698963497
2912;Soria;2019-07-01;89024.0;Castilla y Leon;0.1042511641880727
2914;Soria;2019-01-01;89008.0;Castilla y Leon;0.10184767913474538
2916;Soria;2018-07-01;88947.0;Castilla y Leon;0.09268439236893496
2918;Soria;2018-01-01;89329.0;Castilla y Leon;0.15006759801712483
2920;Soria;2017-07-01;89293.0;Castilla y Leon;0.14465975664713834
2922;Soria;2017-01-01;89614.0;Castilla y Leon;0.1928796755295178
2924;Soria;2016-07-01;89941.0;Castilla y Leon;0.242000901306895
2926;Soria;2016-01-01;90460.0;Castilla y Leon;0.3199639477242001
2928;Soria;2015-07-01;90804.0;Castilla y Leon;0.37163887637073756
2930;Soria;2015-01-01;91454.0;Castilla y Leon;0.4692804566621601
2932;Soria;2014-07-01;91846.0;Castilla y Leon;0.5281658404686795
2934;Soria;2014-01-01;92374.0;Castilla y Leon;0.6074808472284813
2936;Soria;2013-07-01;92776.0;Castilla y Leon;0.6678684091933303
2938;Soria;2013-01-01;93373.0;Castilla y Leon;0.7575484452456062
2940;Soria;2012-07-01;93907.0;Castilla y Leon;0.8377647589004056
2942;Soria;2012-01-01;94463.0;Castilla y Leon;0.9212858645035301
2944;Soria;2011-07-01;94674.0;Castilla y Leon;0.9529818236442842
2946;Soria;2011-01-01;94898.0;Castilla y Leon;0.9866306143908667
2948;Soria;2010-07-01;94886.0;Castilla y Leon;0.9848280006008713
2950;Soria;2010-01-01;94987.0;Castilla y Leon;1.0
2952;Soria;2009-07-01;94705.0;Castilla y Leon;0.9576385759351059
2954;Soria;2009-01-01;94738.0;Castilla y Leon;0.9625957638575935
2956;Soria;2008-07-01;94714.0;Castilla y Leon;0.9589905362776026
2958;Soria;2008-01-01;94470.0;Castilla y Leon;0.9223373892143608
2960;Soria;2007-07-01;93855.0;Castilla y Leon;0.8299534324770917
2962;Soria;2007-01-01;93430.0;Castilla y Leon;0.7661108607480848
2964;Soria;2006-07-01;92931.0;Castilla y Leon;0.6911521706474388
2966;Soria;2006-01-01;92736.0;Castilla y Leon;0.661859696560012
2967;Tarragona;2023-01-01;848592.0;Cataluna;1.0
2968;Tarragona;2022-10-01;843831.0;Cataluna;0.9634174452913695
2969;Tarragona;2022-07-01;838842.0;Cataluna;0.9250829850012294
2970;Tarragona;2022-04-01;834628.0;Cataluna;0.8927034669289402
2971;Tarragona;2022-01-01;830906.0;Cataluna;0.8641043766904352
2972;Tarragona;2021-10-01;828766.0;Cataluna;0.8476610523727564
2973;Tarragona;2021-07-01;825045.0;Cataluna;0.8190696459306614
2974;Tarragona;2021-04-01;823872.0;Cataluna;0.8100565527415785
2975;Tarragona;2021-01-01;823435.0;Cataluna;0.8066987337103516
2977;Tarragona;2020-07-01;818134.0;Cataluna;0.7659669289402508
2979;Tarragona;2020-01-01;815746.0;Cataluna;0.7476180231128596
2981;Tarragona;2019-07-01;808671.0;Cataluna;0.6932551635111877
2983;Tarragona;2019-01-01;803528.0;Cataluna;0.6537373985738874
2985;Tarragona;2018-07-01;798437.0;Cataluna;0.6146191910499139
2987;Tarragona;2018-01-01;795919.0;Cataluna;0.5952713916892058
2989;Tarragona;2017-07-01;793087.0;Cataluna;0.5735108802557167
2991;Tarragona;2017-01-01;793077.0;Cataluna;0.5734340422916154
2993;Tarragona;2016-07-01;792168.0;Cataluna;0.5664494713548069
2995;Tarragona;2016-01-01;792163.0;Cataluna;0.5664110523727564
2997;Tarragona;2015-07-01;791989.0;Cataluna;0.5650740717973937
2999;Tarragona;2015-01-01;793272.0;Cataluna;0.5749323825915909
3001;Tarragona;2014-07-01;793633.0;Cataluna;0.577706233095648
3003;Tarragona;2014-01-01;795485.0;Cataluna;0.5919366240472093
3005;Tarragona;2013-07-01;798667.0;Cataluna;0.6163864642242439
3007;Tarragona;2013-01-01;802724.0;Cataluna;0.6475596262601426
3009;Tarragona;2012-07-01;804653.0;Cataluna;0.662381669535284
3011;Tarragona;2012-01-01;806904.0;Cataluna;0.6796778952544873
3013;Tarragona;2011-07-01;805365.0;Cataluna;0.6678525325792968
3015;Tarragona;2011-01-01;803859.0;Cataluna;0.6562807351856406
3017;Tarragona;2010-07-01;800618.0;Cataluna;0.6313775510204082
3019;Tarragona;2010-01-01;798818.0;Cataluna;0.6175467174821736
3021;Tarragona;2009-07-01;796357.0;Cataluna;0.5986368945168429
3023;Tarragona;2009-01-01;793983.0;Cataluna;0.5803955618391935
3025;Tarragona;2008-07-01;788132.0;Cataluna;0.535437669043521
3027;Tarragona;2008-01-01;780209.0;Cataluna;0.47455895008605853
3029;Tarragona;2007-07-01;765170.0;Cataluna;0.3590023358741087
3031;Tarragona;2007-01-01;749156.0;Cataluna;0.23595402016228179
3033;Tarragona;2006-07-01;733363.0;Cataluna;0.11460382345709368
3035;Tarragona;2006-01-01;718448.0;Cataluna;0.0
3036;Teruel;2023-01-01;135046.0;Aragon;0.09744590857328778
3037;Teruel;2022-10-01;134866.0;Aragon;0.08280462013990565
3038;Teruel;2022-07-01;134576.0;Aragon;0.05921587766390109
3039;Teruel;2022-04-01;134190.0;Aragon;0.027818448023426062
3040;Teruel;2022-01-01;134132.0;Aragon;0.02310069952822515
3041;Teruel;2021-10-01;134025.0;Aragon;0.014397266959492436
3042;Teruel;2021-07-01;133977.0;Aragon;0.010492923377257199
3043;Teruel;2021-04-01;134052.0;Aragon;0.016593460224499756
3044;Teruel;2021-01-01;134259.0;Aragon;0.033430941922889215
3046;Teruel;2020-07-01;133975.0;Aragon;0.010330242394664063
3048;Teruel;2020-01-01;134085.0;Aragon;0.019277696437286482
3050;Teruel;2019-07-01;133848.0;Aragon;0.0
3052;Teruel;2019-01-01;134025.0;Aragon;0.014397266959492436
3054;Teruel;2018-07-01;133962.0;Aragon;0.009272816007808687
3056;Teruel;2018-01-01;134449.0;Aragon;0.048885635269237025
3058;Teruel;2017-07-01;134648.0;Aragon;0.06507239303725394
3060;Teruel;2017-01-01;135324.0;Aragon;0.12005856515373353
3062;Teruel;2016-07-01;135720.0;Aragon;0.15226939970717424
3064;Teruel;2016-01-01;136377.0;Aragon;0.20571010248901903
3066;Teruel;2015-07-01;136910.0;Aragon;0.24906458435008946
3068;Teruel;2015-01-01;137871.0;Aragon;0.32723279648609077
3070;Teruel;2014-07-01;138652.0;Aragon;0.3907597201887099
3072;Teruel;2014-01-01;139470.0;Aragon;0.4572962420693021
3074;Teruel;2013-07-01;140325.0;Aragon;0.5268423621278673
3076;Teruel;2013-01-01;141092.0;Aragon;0.5892305189523345
3078;Teruel;2012-07-01;141757.0;Aragon;0.6433219456645518
3080;Teruel;2012-01-01;142918.0;Aragon;0.7377582560598666
3082;Teruel;2011-07-01;143538.0;Aragon;0.7881893606637385
3084;Teruel;2011-01-01;144357.0;Aragon;0.8548072230356272
3086;Teruel;2010-07-01;144466.0;Aragon;0.863673336586953
3088;Teruel;2010-01-01;145112.0;Aragon;0.9162192939645355
3090;Teruel;2009-07-01;145630.0;Aragon;0.9583536684561574
3092;Teruel;2009-01-01;146132.0;Aragon;0.9991865950870343
3094;Teruel;2008-07-01;146142.0;Aragon;1.0
3096;Teruel;2008-01-01;145704.0;Aragon;0.9643728648121035
3098;Teruel;2007-07-01;144754.0;Aragon;0.8870993980803644
3100;Teruel;2007-01-01;143622.0;Aragon;0.7950219619326501
3102;Teruel;2006-07-01;142233.0;Aragon;0.6820400195217179
3104;Teruel;2006-01-01;141281.0;Aragon;0.6046038718073857
3105;Toledo;2023-01-01;731112.0;Castilla-La Mancha;1.0
3106;Toledo;2022-10-01;726881.0;Castilla-La Mancha;0.9645422166352399
3107;Toledo;2022-07-01;722990.0;Castilla-La Mancha;0.9319337942593756
3108;Toledo;2022-04-01;719061.0;Castilla-La Mancha;0.8990069138906348
3109;Toledo;2022-01-01;716309.0;Castilla-La Mancha;0.8759438508275718
3110;Toledo;2021-10-01;712673.0;Castilla-La Mancha;0.8454724491933794
3111;Toledo;2021-07-01;710653.0;Castilla-La Mancha;0.8285438927299392
3112;Toledo;2021-04-01;710827.0;Castilla-La Mancha;0.8300020951183742
3113;Toledo;2021-01-01;710400.0;Castilla-La Mancha;0.8264236329352609
3115;Toledo;2020-07-01;706706.0;Castilla-La Mancha;0.7954661638382569
3117;Toledo;2020-01-01;704792.0;Castilla-La Mancha;0.7794259375654724
3119;Toledo;2019-07-01;699955.0;Castilla-La Mancha;0.7388895872616803
3121;Toledo;2019-01-01;696390.0;Castilla-La Mancha;0.7090131992457573
3123;Toledo;2018-07-01;692672.0;Castilla-La Mancha;0.6778545987848313
3125;Toledo;2018-01-01;691124.0;Castilla-La Mancha;0.6648816258118584
3127;Toledo;2017-07-01;689410.0;Castilla-La Mancha;0.6505174942384244
3129;Toledo;2017-01-01;691021.0;Castilla-La Mancha;0.6640184370416928
3131;Toledo;2016-07-01;690873.0;Castilla-La Mancha;0.6627781269641735
3133;Toledo;2016-01-01;691787.0;Castilla-La Mancha;0.6704378797402053
3135;Toledo;2015-07-01;692435.0;Castilla-La Mancha;0.675868426566101
3137;Toledo;2015-01-01;694329.0;Castilla-La Mancha;0.6917410433689504
3139;Toledo;2014-07-01;695251.0;Castilla-La Mancha;0.6994678399329562
3141;Toledo;2014-01-01;697605.0;Castilla-La Mancha;0.7191954745443118
3143;Toledo;2013-07-01;700432.0;Castilla-La Mancha;0.7428870731196313
3145;Toledo;2013-01-01;703566.0;Castilla-La Mancha;0.7691514770584538
3147;Toledo;2012-07-01;704235.0;Castilla-La Mancha;0.7747580138277813
3149;Toledo;2012-01-01;705583.0;Castilla-La Mancha;0.7860548921014038
3151;Toledo;2011-07-01;703809.0;Castilla-La Mancha;0.7711879321181647
3153;Toledo;2011-01-01;701011.0;Castilla-La Mancha;0.7477393672742509
3155;Toledo;2010-07-01;696570.0;Castilla-La Mancha;0.7105216844751728
3157;Toledo;2010-01-01;692424.0;Castilla-La Mancha;0.6757762413576367
3159;Toledo;2009-07-01;687760.0;Castilla-La Mancha;0.6366897129687827
3161;Toledo;2009-01-01;682734.0;Castilla-La Mancha;0.5945694531741044
3163;Toledo;2008-07-01;675223.0;Castilla-La Mancha;0.5316237167399958
3165;Toledo;2008-01-01;665283.0;Castilla-La Mancha;0.4483218101822753
3167;Toledo;2007-07-01;651376.0;Castilla-La Mancha;0.33177456526293736
3169;Toledo;2007-01-01;636696.0;Castilla-La Mancha;0.20874921433060967
3171;Toledo;2006-07-01;622625.0;Castilla-La Mancha;0.09082757175780432
3173;Toledo;2006-01-01;611787.0;Castilla-La Mancha;0.0
3174;Valencia;2023-01-01;2656841.0;Valencia;1.0
3175;Valencia;2022-10-01;2641519.0;Valencia;0.9356518598468782
3176;Valencia;2022-07-01;2629320.0;Valencia;0.8844194514323152
3177;Valencia;2022-04-01;2617117.0;Valencia;0.8331702441298386
3178;Valencia;2022-01-01;2609322.0;Valencia;0.8004334113081714
3179;Valencia;2021-10-01;2601300.0;Valencia;0.7667432415974063
3180;Valencia;2021-07-01;2592829.0;Valencia;0.7311673967183372
3181;Valencia;2021-04-01;2589824.0;Valencia;0.7185472321732301
3182;Valencia;2021-01-01;2593243.0;Valencia;0.7329060816173969
3184;Valencia;2020-07-01;2588844.0;Valencia;0.7144315046343932
3186;Valencia;2020-01-01;2584654.0;Valencia;0.6968346695448762
3188;Valencia;2019-07-01;2567704.0;Valencia;0.6256493820109109
3190;Valencia;2019-01-01;2554332.0;Valencia;0.5694906997156788
3192;Valencia;2018-07-01;2543556.0;Valencia;0.5242344956763862
3194;Valencia;2018-01-01;2542923.0;Valencia;0.5215760716640558
3196;Valencia;2017-07-01;2532954.0;Valencia;0.4797090432613361
3198;Valencia;2017-01-01;2531673.0;Valencia;0.47432919940699925
3200;Valencia;2016-07-01;2526556.0;Valencia;0.45283922204350074
3202;Valencia;2016-01-01;2526469.0;Valencia;0.4524738462313795
3204;Valencia;2015-07-01;2525524.0;Valencia;0.44850510896178675
3206;Valencia;2015-01-01;2528776.0;Valencia;0.4621626048355599
3208;Valencia;2014-07-01;2528222.0;Valencia;0.4598359588595235
3210;Valencia;2014-01-01;2531628.0;Valencia;0.474140211917971
3212;Valencia;2013-07-01;2538335.0;Valencia;0.5023077472271336
3214;Valencia;2013-01-01;2548936.0;Valencia;0.5468289999202053
3216;Valencia;2012-07-01;2556571.0;Valencia;0.5788938772253277
3218;Valencia;2012-01-01;2562514.0;Valencia;0.6038528249429888
3220;Valencia;2011-07-01;2560010.0;Valencia;0.5933367211090625
3222;Valencia;2011-01-01;2559199.0;Valencia;0.5899307465845761
3224;Valencia;2010-07-01;2553676.0;Valencia;0.5667356820978451
3226;Valencia;2010-01-01;2553693.0;Valencia;0.5668070773714781
3228;Valencia;2009-07-01;2551310.0;Valencia;0.5567991398969389
3230;Valencia;2009-01-01;2550405.0;Valencia;0.5529983915064822
3232;Valencia;2008-07-01;2538914.0;Valencia;0.50473938625263
3234;Valencia;2008-01-01;2522559.0;Valencia;0.4360529332958158
3236;Valencia;2007-07-01;2496258.0;Valencia;0.3255960455417851
3238;Valencia;2007-01-01;2467761.0;Valencia;0.205916568323177
3240;Valencia;2006-07-01;2440925.0;Valencia;0.09321282931069963
3242;Valencia;2006-01-01;2418730.0;Valencia;0.0
3243;Valladolid;2023-01-01;521333.0;Castilla y Leon;0.4013126554808659
3244;Valladolid;2022-10-01;520433.0;Castilla y Leon;0.35367596464298945
3245;Valladolid;2022-07-01;519676.0;Castilla y Leon;0.31360821468268674
3246;Valladolid;2022-04-01;518983.0;Castilla y Leon;0.27692796273752185
3247;Valladolid;2022-01-01;518158.0;Castilla y Leon;0.23326099613613507
3248;Valladolid;2021-10-01;518018.0;Castilla y Leon;0.22585084422802096
3249;Valladolid;2021-07-01;517808.0;Castilla y Leon;0.21473561636584979
3250;Valladolid;2021-04-01;518440.0;Castilla y Leon;0.24818715926533635
3251;Valladolid;2021-01-01;519380.0;Castilla y Leon;0.297941036362674
3253;Valladolid;2020-07-01;520046.0;Castilla y Leon;0.3331921875827026
3255;Valladolid;2020-01-01;520904.0;Castilla y Leon;0.3786058328481448
3257;Valladolid;2019-07-01;520354.0;Castilla y Leon;0.3494945217805536
3259;Valladolid;2019-01-01;520483.0;Castilla y Leon;0.35632244746731595
3261;Valladolid;2018-07-01;520446.0;Castilla y Leon;0.35436405017731437
3263;Valladolid;2018-01-01;520930.0;Castilla y Leon;0.3799820039167946
3265;Valladolid;2017-07-01;521104.0;Castilla y Leon;0.3891917641454507
3267;Valladolid;2017-01-01;522985.0;Castilla y Leon;0.4887524479966125
3269;Valladolid;2016-07-01;523950.0;Castilla y Leon;0.5398295665061134
3271;Valladolid;2016-01-01;524669.0;Castilla y Leon;0.577885989519928
3273;Valladolid;2015-07-01;525677.0;Castilla y Leon;0.6312390832583497
3275;Valladolid;2015-01-01;527199.0;Castilla y Leon;0.7117980204308474
3277;Valladolid;2014-07-01;527605.0;Castilla y Leon;0.7332874609643784
3279;Valladolid;2014-01-01;528486.0;Castilla y Leon;0.7799184883290108
3281;Valladolid;2013-07-01;529677.0;Castilla y Leon;0.8429577092044672
3283;Valladolid;2013-01-01;530848.0;Castilla y Leon;0.9049383369501932
3285;Valladolid;2012-07-01;531561.0;Castilla y Leon;0.9426771820250887
3287;Valladolid;2012-01-01;532644.0;Castilla y Leon;1.0
3289;Valladolid;2011-07-01;532280.0;Castilla y Leon;0.9807336050389033
3291;Valladolid;2011-01-01;531881.0;Castilla y Leon;0.9596146721007781
3293;Valladolid;2010-07-01;531184.0;Castilla y Leon;0.9227227015296671
3295;Valladolid;2010-01-01;530503.0;Castilla y Leon;0.8866776054623405
3297;Valladolid;2009-07-01;529614.0;Castilla y Leon;0.8396231408458159
3299;Valladolid;2009-01-01;528788.0;Castilla y Leon;0.7959032445879426
3301;Valladolid;2008-07-01;527430.0;Castilla y Leon;0.7240247710792357
3303;Valladolid;2008-01-01;525651.0;Castilla y Leon;0.6298629121896999
3305;Valladolid;2007-07-01;522298.0;Castilla y Leon;0.4523897739903668
3307;Valladolid;2007-01-01;518851.0;Castilla y Leon;0.26994124808129993
3309;Valladolid;2006-07-01;516000.0;Castilla y Leon;0.11903879743820463
3311;Valladolid;2006-01-01;513751.0;Castilla y Leon;0.0
3312;Zamora;2023-01-01;166927.0;Castilla y Leon;0.0
3313;Zamora;2022-10-01;166949.0;Castilla y Leon;0.0007524454477050414
3314;Zamora;2022-07-01;167197.0;Castilla y Leon;0.009234557767289145
3315;Zamora;2022-04-01;167414.0;Castilla y Leon;0.016656406046925233
3316;Zamora;2022-01-01;167868.0;Castilla y Leon;0.03218414392229291
3317;Zamora;2021-10-01;168086.0;Castilla y Leon;0.03964019426773377
3318;Zamora;2021-07-01;168411.0;Castilla y Leon;0.05075586565428552
3319;Zamora;2021-04-01;168758.0;Castilla y Leon;0.06262398248854231
3320;Zamora;2021-01-01;169165.0;Castilla y Leon;0.07654422327108558
3322;Zamora;2020-07-01;170186.0;Castilla y Leon;0.11146453245776045
3324;Zamora;2020-01-01;171301.0;Castilla y Leon;0.14959983583008413
3326;Zamora;2019-07-01;172220.0;Castilla y Leon;0.181031534304672
3328;Zamora;2019-01-01;173318.0;Castilla y Leon;0.21858540255831452
3330;Zamora;2018-07-01;174355.0;Castilla y Leon;0.2540529447978658
3332;Zamora;2018-01-01;175662.0;Castilla y Leon;0.2987550448047062
3334;Zamora;2017-07-01;176716.0;Castilla y Leon;0.33480402216293864
3336;Zamora;2017-01-01;178243.0;Castilla y Leon;0.3870305766468295
3338;Zamora;2016-07-01;179551.0;Castilla y Leon;0.43176687871947467
3340;Zamora;2016-01-01;181057.0;Castilla y Leon;0.4832751898214652
3342;Zamora;2015-07-01;182343.0;Castilla y Leon;0.5272590464464053
3344;Zamora;2015-01-01;183885.0;Castilla y Leon;0.5799986319173678
3346;Zamora;2014-07-01;184972.0;Castilla y Leon;0.6171762774471579
3348;Zamora;2014-01-01;186117.0;Castilla y Leon;0.6563376427936247
3350;Zamora;2013-07-01;187436.0;Castilla y Leon;0.7014501675901225
3352;Zamora;2013-01-01;188878.0;Castilla y Leon;0.7507695464806075
3354;Zamora;2012-07-01;189961.0;Castilla y Leon;0.7878103837471784
3356;Zamora;2012-01-01;191306.0;Castilla y Leon;0.8338121622546002
3358;Zamora;2011-07-01;192019.0;Castilla y Leon;0.8581982351734044
3360;Zamora;2011-01-01;192726.0;Castilla y Leon;0.8823790956973802
3362;Zamora;2010-07-01;193066.0;Castilla y Leon;0.8940077980710035
3364;Zamora;2010-01-01;193751.0;Castilla y Leon;0.9174362131472741
3366;Zamora;2009-07-01;194160.0;Castilla y Leon;0.9314248580614269
3368;Zamora;2009-01-01;194924.0;Castilla y Leon;0.9575552363362747
3370;Zamora;2008-07-01;195524.0;Castilla y Leon;0.9780764758191395
3372;Zamora;2008-01-01;196165.0;Castilla y Leon;1.0
3374;Zamora;2007-07-01;195993.0;Castilla y Leon;0.9941172446815788
3376;Zamora;2007-01-01;195863.0;Castilla y Leon;0.9896709761269581
3378;Zamora;2006-07-01;195839.0;Castilla y Leon;0.9888501265476435
3380;Zamora;2006-01-01;195999.0;Castilla y Leon;0.9943224570764074
3381;Zaragoza;2023-01-01;979365.0;Aragon;1.0
3382;Zaragoza;2022-10-01;976357.0;Aragon;0.9532367390087682
3383;Zaragoza;2022-07-01;974102.0;Aragon;0.9181798395622163
3384;Zaragoza;2022-04-01;970609.0;Aragon;0.8638766245880232
3385;Zaragoza;2022-01-01;968884.0;Aragon;0.8370592624836763
3386;Zaragoza;2021-10-01;973533.0;Aragon;0.9093339966419999
3387;Zaragoza;2021-07-01;972477.0;Aragon;0.892917107145078
3388;Zaragoza;2021-04-01;972766.0;Aragon;0.8974099869411106
3389;Zaragoza;2021-01-01;973684.0;Aragon;0.9116814874696847
3391;Zaragoza;2020-07-01;974526.0;Aragon;0.9247714694359803
3393;Zaragoza;2020-01-01;973740.0;Aragon;0.9125520800945215
3395;Zaragoza;2019-07-01;969010.0;Aragon;0.8390180958895591
3397;Zaragoza;2019-01-01;965673.0;Aragon;0.7871401032274112
3399;Zaragoza;2018-07-01;961393.0;Aragon;0.7206019526148871
3401;Zaragoza;2018-01-01;958391.0;Aragon;0.6739319694048878
3403;Zaragoza;2017-07-01;960247.0;Aragon;0.7027858963994776
3405;Zaragoza;2017-01-01;959338.0;Aragon;0.6886543125427523
3407;Zaragoza;2016-07-01;959566.0;Aragon;0.6921988682295878
3409;Zaragoza;2016-01-01;960170.0;Aragon;0.7015888315403271
3411;Zaragoza;2015-07-01;962097.0;Aragon;0.731546545612835
3413;Zaragoza;2015-01-01;965052.0;Aragon;0.7774858528698464
3415;Zaragoza;2014-07-01;965797.0;Aragon;0.7890678440395498
3417;Zaragoza;2014-01-01;967541.0;Aragon;0.8161805857844662
3419;Zaragoza;2013-07-01;969521.0;Aragon;0.8469622535911946
3421;Zaragoza;2013-01-01;971807.0;Aragon;0.882501088240781
3423;Zaragoza;2012-07-01;973238.0;Aragon;0.9047478390647348
3425;Zaragoza;2012-01-01;975050.0;Aragon;0.9329177289969529
3427;Zaragoza;2011-07-01;974838.0;Aragon;0.9296219140600709
3429;Zaragoza;2011-01-01;973443.0;Aragon;0.9079348299235123
3431;Zaragoza;2010-07-01;972628.0;Aragon;0.8952645979727629
3433;Zaragoza;2010-01-01;972282.0;Aragon;0.8898855792550214
3435;Zaragoza;2009-07-01;972160.0;Aragon;0.8879889310366271
3437;Zaragoza;2009-01-01;969877.0;Aragon;0.8524967352776569
3439;Zaragoza;2008-07-01;964272.0;Aragon;0.76535974130962
3441;Zaragoza;2008-01-01;955315.0;Aragon;0.6261115602263541
3443;Zaragoza;2007-07-01;942666.0;Aragon;0.42946645109135007
3445;Zaragoza;2007-01-01;930533.0;Aragon;0.2408432311423419
3447;Zaragoza;2006-07-01;922327.0;Aragon;0.11327031901001182
3449;Zaragoza;2006-01-01;915041.0;Aragon;0.0
3450;Ceuta;2023-01-01;83052.0;Ceuta;0.8183052471847296
3451;Ceuta;2022-10-01;82882.0;Ceuta;0.8047280568644677
3452;Ceuta;2022-07-01;82792.0;Ceuta;0.7975401325772702
3453;Ceuta;2022-04-01;82752.0;Ceuta;0.794345499560738
3454;Ceuta;2022-01-01;83051.0;Ceuta;0.8182253813593163
3455;Ceuta;2021-10-01;82913.0;Ceuta;0.8072038974522802
3456;Ceuta;2021-07-01;83111.0;Ceuta;0.8230173308841147
3457;Ceuta;2021-04-01;83626.0;Ceuta;0.8641482309719671
3458;Ceuta;2021-01-01;84071.0;Ceuta;0.8996885232808881
3460;Ceuta;2020-07-01;84455.0;Ceuta;0.9303570002395974
3462;Ceuta;2020-01-01;84502.0;Ceuta;0.9341106940340228
3464;Ceuta;2019-07-01;84794.0;Ceuta;0.9574315150547081
3466;Ceuta;2019-01-01;85087.0;Ceuta;0.9808322019008067
3468;Ceuta;2018-07-01;85168.0;Ceuta;0.9873013337592844
3470;Ceuta;2018-01-01;85327.0;Ceuta;1.0
3472;Ceuta;2017-07-01;85071.0;Ceuta;0.9795543486941938
3474;Ceuta;2017-01-01;85005.0;Ceuta;0.9742832042169156
3476;Ceuta;2016-07-01;84683.0;Ceuta;0.9485664084338311
3478;Ceuta;2016-01-01;84558.0;Ceuta;0.9385831802571679
3480;Ceuta;2015-07-01;84389.0;Ceuta;0.9250858557623193
3482;Ceuta;2015-01-01;84561.0;Ceuta;0.9388227777334078
3484;Ceuta;2014-07-01;84483.0;Ceuta;0.93259324335117
3486;Ceuta;2014-01-01;84562.0;Ceuta;0.9389026435588211
3488;Ceuta;2013-07-01;84438.0;Ceuta;0.9289992812075712
3490;Ceuta;2013-01-01;84487.0;Ceuta;0.9329127066528232
3492;Ceuta;2012-07-01;84178.0;Ceuta;0.9082341666001118
3494;Ceuta;2012-01-01;83837.0;Ceuta;0.8809999201341746
3496;Ceuta;2011-07-01;82910.0;Ceuta;0.8069642999760402
3498;Ceuta;2011-01-01;81627.0;Ceuta;0.7044964459707691
3500;Ceuta;2010-07-01;80622.0;Ceuta;0.6242312914303969
3502;Ceuta;2010-01-01;79294.0;Ceuta;0.518169475281527
3504;Ceuta;2009-07-01;77811.0;Ceuta;0.39972845619359476
3506;Ceuta;2009-01-01;76922.0;Ceuta;0.32872773740116606
3508;Ceuta;2008-07-01;75776.0;Ceuta;0.23720150147751776
3510;Ceuta;2008-01-01;75252.0;Ceuta;0.19535180896094562
3512;Ceuta;2007-07-01;74563.0;Ceuta;0.14032425525117803
3514;Ceuta;2007-01-01;74155.0;Ceuta;0.10773899848254932
3516;Ceuta;2006-07-01;73292.0;Ceuta;0.03881479115086654
3518;Ceuta;2006-01-01;72806.0;Ceuta;0.0
3519;Melilla;2023-01-01;85493.0;Melilla;0.9452385849444673
3520;Melilla;2022-10-01;85272.0;Melilla;0.933874948580831
3521;Melilla;2022-07-01;84825.0;Melilla;0.9108905800082271
3522;Melilla;2022-04-01;84615.0;Melilla;0.9000925545043192
3523;Melilla;2022-01-01;84932.0;Melilla;0.9163924310983135
3524;Melilla;2021-10-01;85607.0;Melilla;0.9511003702180173
3525;Melilla;2021-07-01;85763.0;Melilla;0.9591217605923489
3526;Melilla;2021-04-01;85987.0;Melilla;0.9706396544631839
3527;Melilla;2021-01-01;86450.0;Melilla;0.9944467297408474
3529;Melilla;2020-07-01;86552.0;Melilla;0.9996914849856027
3531;Melilla;2020-01-01;86558.0;Melilla;1.0
3533;Melilla;2019-07-01;86324.0;Melilla;0.9879679144385026
3535;Melilla;2019-01-01;86373.0;Melilla;0.9904874537227478
3537;Melilla;2018-07-01;86183.0;Melilla;0.9807178116001646
3539;Melilla;2018-01-01;86084.0;Melilla;0.9756273138626079
3541;Melilla;2017-07-01;86011.0;Melilla;0.9718737145207733
3543;Melilla;2017-01-01;85918.0;Melilla;0.9670917317976141
3545;Melilla;2016-07-01;85561.0;Melilla;0.9487350884409708
