;Fecha;Provincia;Viajeros;Comunidad;Viajeros_normalizado
781;2006-02-01;Tarragona;752.0;Cataluna;0.009148307198209268
783;2006-02-01;Valencia;4144.0;Valencia;0.05657646833956803
785;2006-03-01;A Coruna;373.0;Galicia;0.021252350293430575
787;2006-03-01;Alicante;27361.0;Valencia;0.11320044351769105
789;2006-03-01;Almeria;4477.0;Andalucia;0.08319396439588211
791;2006-03-01;Asturias;1155.0;Principado de Asturias;0.04407219445186401
793;2006-03-01;Barcelona;7857.0;Cataluna;0.19246503196727335
795;2006-03-01;Cadiz;2375.0;Andalucia;0.03922572546947
797;2006-03-01;Cantabria;1634.0;Cantabria;0.053845646872734465
799;2006-03-01;Castellon;4957.0;Valencia;0.05373966023785518
801;2006-03-01;Cordoba;755.0;Andalucia;0.07046854582788874
803;2006-03-01;Girona;4765.0;Cataluna;0.03285142057402084
805;2006-03-01;Granada;13073.0;Andalucia;0.2943971535378102
807;2006-03-01;Guipuzcoa;78.0;Pais Vasco;0.005609492988133765
809;2006-03-01;Huelva;1855.0;Andalucia;0.0592879059064178
811;2006-03-01;Huesca;4131.0;Aragon;0.25951752732755373
813;2006-03-01;Islas Baleares;7192.0;Islas Baleares;0.02195045277386944
815;2006-03-01;Jaen;3016.0;Andalucia;0.2880336166555248
817;2006-03-01;La Rioja;614.0;La Rioja;0.03983133311709374
819;2006-03-01;Las Palmas;275542.0;Canarias;0.8411415802503808
821;2006-03-01;Lleida;3799.0;Cataluna;0.479127254382646
823;2006-03-01;Lugo;517.0;Galicia;0.03239754355182354
825;2006-03-01;Madrid;21182.0;Comunidad de Madrid;0.2815033357254871
827;2006-03-01;Malaga;30530.0;Andalucia;0.1712234654103923
829;2006-03-01;Murcia;2432.0;Region de Murcia;0.07414634146341463
831;2006-03-01;Navarra;2013.0;Navarra;0.07538478822604201
833;2006-03-01;Santa Cruz de Tenerife;123066.0;Canarias;0.8464194338221134
835;2006-03-01;Sevilla;3527.0;Andalucia;0.05816964359342272
837;2006-03-01;Tarragona;679.0;Cataluna;0.008260240143063953
839;2006-03-01;Valencia;2917.0;Valencia;0.03982470032493242
841;2006-04-01;A Coruna;1092.0;Galicia;0.062218676998461626
843;2006-04-01;Alicante;55184.0;Valencia;0.2283123158905107
845;2006-04-01;Almeria;16298.0;Andalucia;0.3028579923439997
847;2006-04-01;Asturias;6345.0;Principado de Asturias;0.24211088640439576
849;2006-04-01;Barcelona;9224.0;Cataluna;0.22595105700218016
851;2006-04-01;Cadiz;4298.0;Andalucia;0.07098617602853981
853;2006-04-01;Cantabria;5491.0;Cantabria;0.18094641797930536
855;2006-04-01;Castellon;18376.0;Valencia;0.19921726780932558
857;2006-04-01;Cordoba;1456.0;Andalucia;0.1358969572521934
859;2006-04-01;Girona;13870.0;Cataluna;0.09562417699090639
861;2006-04-01;Granada;15319.0;Andalucia;0.3449759041570959
863;2006-04-01;Guipuzcoa;284.0;Pais Vasco;0.02042430780294858
865;2006-04-01;Huelva;4382.0;Andalucia;0.140053694707236
867;2006-04-01;Huesca;3052.0;Aragon;0.1917326297273527
869;2006-04-01;Islas Baleares;33773.0;Islas Baleares;0.10307739732089718
871;2006-04-01;Jaen;5164.0;Andalucia;0.4931716168465285
873;2006-04-01;La Rioja;888.0;La Rioja;0.057606227700291925
875;2006-04-01;Las Palmas;269599.0;Canarias;0.8229995024131436
877;2006-04-01;Lleida;2384.0;Cataluna;0.3006684323369908
879;2006-04-01;Lugo;1156.0;Galicia;0.07244015540794586
881;2006-04-01;Madrid;24682.0;Comunidad de Madrid;0.328017436142785
883;2006-04-01;Malaga;44183.0;Andalucia;0.2477945094080368
885;2006-04-01;Murcia;6040.0;Region de Murcia;0.18414634146341463
887;2006-04-01;Navarra;2706.0;Navarra;0.1013369284350073
889;2006-04-01;Santa Cruz de Tenerife;122389.0;Canarias;0.8417631846818344
891;2006-04-01;Sevilla;5482.0;Andalucia;0.0904128115052859
893;2006-04-01;Tarragona;22563.0;Cataluna;0.27448571185265386
895;2006-04-01;Valencia;8768.0;Valencia;0.11970619556016711
897;2006-05-01;A Coruna;673.0;Galicia;0.03834539342487608
899;2006-05-01;Alicante;43205.0;Valencia;0.17875169628967663
901;2006-05-01;Almeria;15700.0;Andalucia;0.291745642397889
903;2006-05-01;Asturias;2301.0;Principado de Asturias;0.0878009692067005
905;2006-05-01;Barcelona;9916.0;Cataluna;0.24290228547632461
907;2006-05-01;Cadiz;2521.0;Andalucia;0.041637075329909
909;2006-05-01;Cantabria;2545.0;Cantabria;0.08386607790153562
911;2006-05-01;Castellon;10188.0;Valencia;0.1104497999804859
913;2006-05-01;Cordoba;1155.0;Andalucia;0.10780287474332649
915;2006-05-01;Girona;17055.0;Cataluna;0.11758257668204099
917;2006-05-01;Granada;8081.0;Andalucia;0.18197991262442012
919;2006-05-01;Guipuzcoa;99.0;Pais Vasco;0.007119741100323625
921;2006-05-01;Huelva;2889.0;Andalucia;0.09233571976476604
923;2006-05-01;Huesca;774.0;Aragon;0.04862419901997738
925;2006-05-01;Islas Baleares;151407.0;Islas Baleares;0.4621040326937222
927;2006-05-01;Jaen;3284.0;Andalucia;0.3136281157482571
929;2006-05-01;La Rioja;595.0;La Rioja;0.03859876743431722
931;2006-05-01;Las Palmas;190375.0;Canarias;0.5811539741315889
933;2006-05-01;Lleida;641.0;Cataluna;0.08084247698322614
935;2006-05-01;Lugo;786.0;Galicia;0.04925429251785938
937;2006-05-01;Madrid;22298.0;Comunidad de Madrid;0.29633468888711695
939;2006-05-01;Malaga;38089.0;Andalucia;0.21361711673817335
941;2006-05-01;Murcia;3440.0;Region de Murcia;0.1048780487804878
943;2006-05-01;Navarra;2727.0;Navarra;0.10212335692618807
945;2006-05-01;Santa Cruz de Tenerife;83426.0;Canarias;0.5737846983410823
947;2006-05-01;Sevilla;5011.0;Andalucia;0.08264476440222321
949;2006-05-01;Tarragona;24549.0;Cataluna;0.2986460018734565
951;2006-05-01;Valencia;6234.0;Valencia;0.08511044971739071
953;2006-06-01;A Coruna;822.0;Galicia;0.04683493818016068
955;2006-06-01;Alicante;58626.0;Valencia;0.2425528745904081
957;2006-06-01;Almeria;15421.0;Andalucia;0.2865611179247036
959;2006-06-01;Asturias;3611.0;Principado de Asturias;0.13778761399626055
961;2006-06-01;Barcelona;9304.0;Cataluna;0.2279107365945668
963;2006-06-01;Cadiz;3704.0;Andalucia;0.06117561563743868
965;2006-06-01;Cantabria;5474.0;Cantabria;0.18038621235088645
967;2006-06-01;Castellon;23615.0;Valencia;0.25601413688056285
969;2006-06-01;Cordoba;880.0;Andalucia;0.08213552361396304
971;2006-06-01;Girona;29687.0;Cataluna;0.20467158920901501
973;2006-06-01;Granada;6163.0;Andalucia;0.13878755123181552
975;2006-06-01;Guipuzcoa;354.0;Pais Vasco;0.02545846817691478
977;2006-06-01;Huelva;6638.0;Andalucia;0.2121580158527231
979;2006-06-01;Huesca;2328.0;Aragon;0.1462495288352808
981;2006-06-01;Islas Baleares;204428.0;Islas Baleares;0.6239275805974113
983;2006-06-01;Jaen;3090.0;Andalucia;0.29510075446471207
985;2006-06-01;La Rioja;482.0;La Rioja;0.03126824521569899
987;2006-06-01;Las Palmas;221678.0;Canarias;0.6767120193173597
989;2006-06-01;Lleida;2682.0;Cataluna;0.33825198637911463
991;2006-06-01;Lugo;1118.0;Galicia;0.07005890462463968
993;2006-06-01;Madrid;25355.0;Comunidad de Madrid;0.33696143316588256
995;2006-06-01;Malaga;46185.0;Andalucia;0.25902246151257674
997;2006-06-01;Murcia;6074.0;Region de Murcia;0.1851829268292683
999;2006-06-01;Navarra;2394.0;Navarra;0.08965284799460735
1001;2006-06-01;Santa Cruz de Tenerife;96176.0;Canarias;0.6614762441882858
1003;2006-06-01;Sevilla;3424.0;Andalucia;0.05647089868553428
1005;2006-06-01;Tarragona;47475.0;Cataluna;0.5775477183975865
1007;2006-06-01;Valencia;12286.0;Valencia;0.16773612210905714
1009;2006-07-01;A Coruna;1463.0;Galicia;0.0833570736710159
1011;2006-07-01;Alicante;86117.0;Valencia;0.35629116605434746
1013;2006-07-01;Almeria;14006.0;Andalucia;0.2602668450589066
1015;2006-07-01;Asturias;6833.0;Principado de Asturias;0.26073186553210975
1017;2006-07-01;Barcelona;11961.0;Cataluna;0.2929965950567082
1019;2006-07-01;Cadiz;5655.0;Andalucia;0.09339851685467489
1021;2006-07-01;Cantabria;11101.0;Cantabria;0.365814275357543
1023;2006-07-01;Castellon;36609.0;Valencia;0.39688424886980844
1025;2006-07-01;Cordoba;720.0;Andalucia;0.06720179204778794
1027;2006-07-01;Girona;63953.0;Cataluna;0.4409122560273567
1029;2006-07-01;Granada;6721.0;Andalucia;0.15135342070891322
1031;2006-07-01;Guipuzcoa;415.0;Pais Vasco;0.029845379359942466
1033;2006-07-01;Huelva;6668.0;Andalucia;0.21311684991050883
1035;2006-07-01;Huesca;2644.0;Aragon;0.16610126900364366
1037;2006-07-01;Islas Baleares;249869.0;Islas Baleares;0.7626164744374281
1039;2006-07-01;Jaen;4614.0;Andalucia;0.4406455925890555
1041;2006-07-01;La Rioja;617.0;La Rioja;0.040025948751216345
1043;2006-07-01;Las Palmas;314500.0;Canarias;0.960067891605435
1045;2006-07-01;Lleida;3782.0;Cataluna;0.4769832261319208
1047;2006-07-01;Lugo;2225.0;Galicia;0.13942849981200653
1049;2006-07-01;Madrid;18143.0;Comunidad de Madrid;0.2411158068202961
1051;2006-07-01;Malaga;48809.0;Andalucia;0.27373881831692887
1053;2006-07-01;Murcia;10237.0;Region de Murcia;0.3121036585365854
1055;2006-07-01;Navarra;2855.0;Navarra;0.1069168258248137
1057;2006-07-01;Santa Cruz de Tenerife;129253.0;Canarias;0.8889721863049878
1059;2006-07-01;Sevilla;3326.0;Andalucia;0.054854617122688965
1061;2006-07-01;Tarragona;57017.0;Cataluna;0.6936290312769917
1063;2006-07-01;Valencia;20406.0;Valencia;0.27859541817983235
1065;2006-08-01;A Coruna;1952.0;Galicia;0.11121873397527206
1067;2006-08-01;Alicante;112264.0;Valencia;0.4644689372124582
1069;2006-08-01;Almeria;16574.0;Andalucia;0.30798676924220464
1071;2006-08-01;Asturias;9133.0;Principado de Asturias;0.34849467699469605
1073;2006-08-01;Barcelona;9763.0;Cataluna;0.23915439825588516
1075;2006-08-01;Cadiz;6523.0;Andalucia;0.10773448725783276
1077;2006-08-01;Cantabria;12906.0;Cantabria;0.42529493178672645
1079;2006-08-01;Castellon;41728.0;Valencia;0.45238017801194697
1081;2006-08-01;Cordoba;850.0;Andalucia;0.07933544894530521
1083;2006-08-01;Girona;87818.0;Cataluna;0.6054451315780403
1085;2006-08-01;Granada;8728.0;Andalucia;0.19655001576363554
1087;2006-08-01;Guipuzcoa;341.0;Pais Vasco;0.024523552678892484
1089;2006-08-01;Huelva;8482.0;Andalucia;0.2710943492712861
1091;2006-08-01;Huesca;5288.0;Aragon;0.33220253800728733
1093;2006-08-01;Islas Baleares;282835.0;Islas Baleares;0.8632308551581428
1095;2006-08-01;Jaen;7034.0;Andalucia;0.6717600993219368
1097;2006-08-01;La Rioja;723.0;La Rioja;0.046902367823548494
1099;2006-08-01;Las Palmas;327581.0;Canarias;1.0
1101;2006-08-01;Lleida;3151.0;Cataluna;0.39740194223735653
1103;2006-08-01;Lugo;2605.0;Galicia;0.1632410076450683
1105;2006-08-01;Madrid;17386.0;Comunidad de Madrid;0.23105547138718338
1107;2006-08-01;Malaga;49909.0;Andalucia;0.2799080227699728
1109;2006-08-01;Murcia;12763.0;Region de Murcia;0.38911585365853657
1111;2006-08-01;Navarra;3019.0;Navarra;0.11305845785117777
1113;2006-08-01;Santa Cruz de Tenerife;145396.0;Canarias;1.0
1115;2006-08-01;Sevilla;3533.0;Andalucia;0.05826859960747448
1117;2006-08-01;Tarragona;59095.0;Cataluna;0.71890852909332
1119;2006-08-01;Valencia;24022.0;Valencia;0.3279633017502662
1121;2006-09-01;A Coruna;1204.0;Galicia;0.06860007976753461
1123;2006-09-01;Alicante;64310.0;Valencia;0.26606924171714164
1125;2006-09-01;Almeria;13831.0;Andalucia;0.2570149031850448
1127;2006-09-01;Asturias;4157.0;Principado de Asturias;0.15862174228259626
1129;2006-09-01;Barcelona;9824.0;Cataluna;0.24064865394507998
1131;2006-09-01;Cadiz;4603.0;Andalucia;0.07602358498356648
1133;2006-09-01;Cantabria;6495.0;Cantabria;0.2140315033282805
1135;2006-09-01;Castellon;25480.0;Valencia;0.276232911611973
1137;2006-09-01;Cordoba;1032.0;Andalucia;0.09632256860182938
1139;2006-09-01;Girona;32233.0;Cataluna;0.22222452032789372
1141;2006-09-01;Granada;6906.0;Andalucia;0.15551952438859615
1143;2006-09-01;Guipuzcoa;222.0;Pais Vasco;0.015965480043149946
1145;2006-09-01;Huelva;6240.0;Andalucia;0.19943748401943237
1147;2006-09-01;Huesca;1920.0;Aragon;0.1206181681115718
1149;2006-09-01;Islas Baleares;229740.0;Islas Baleares;0.7011814544311409
1151;2006-09-01;Jaen;5744.0;Andalucia;0.548562696972591
1153;2006-09-01;La Rioja;764.0;La Rioja;0.04956211482322413
1155;2006-09-01;Las Palmas;278184.0;Canarias;0.8492067610758866
1157;2006-09-01;Lleida;1476.0;Cataluna;0.18615209988649262
1159;2006-09-01;Lugo;1004.0;Galicia;0.06291515227472114
1161;2006-09-01;Madrid;26147.0;Comunidad de Madrid;0.34748690960316825
1163;2006-09-01;Malaga;44632.0;Andalucia;0.25031266649841566
1165;2006-09-01;Murcia;7970.0;Region de Murcia;0.24298780487804877
1167;2006-09-01;Navarra;2538.0;Navarra;0.09504550050556117
1169;2006-09-01;Santa Cruz de Tenerife;123318.0;Canarias;0.8481526314341522
1171;2006-09-01;Sevilla;4160.0;Andalucia;0.06860950307588277
1173;2006-09-01;Tarragona;39717.0;Cataluna;0.4831693045096775
1175;2006-09-01;Valencia;12008.0;Valencia;0.16394069300712666
1177;2006-10-01;A Coruna;1103.0;Galicia;0.0628454219132813
1179;2006-10-01;Alicante;45692.0;Valencia;0.1890411412305961
1181;2006-10-01;Almeria;8381.0;Andalucia;0.15574014197049096
1183;2006-10-01;Asturias;2319.0;Principado de Asturias;0.08848780860075553
1185;2006-10-01;Barcelona;8831.0;Cataluna;0.21632413100458076
1187;2006-10-01;Cadiz;2077.0;Andalucia;0.03430392917898492
1189;2006-10-01;Cantabria;3431.0;Cantabria;0.1130626771238384
1191;2006-10-01;Castellon;9870.0;Valencia;0.10700230916837415
1193;2006-10-01;Cordoba;1240.0;Andalucia;0.11573641963785701
1195;2006-10-01;Girona;8964.0;Cataluna;0.06180065771784318
1197;2006-10-01;Granada;7169.0;Andalucia;0.16144214745755078
1199;2006-10-01;Guipuzcoa;76.0;Pais Vasco;0.005465659834591873
1201;2006-10-01;Huelva;2597.0;Andalucia;0.08300306826898492
1203;2006-10-01;Huesca;1886.0;Aragon;0.11848222138459605
1205;2006-10-01;Islas Baleares;119619.0;Islas Baleares;0.36508498475493445
1207;2006-10-01;Jaen;5283.0;Andalucia;0.5045363384585999
1209;2006-10-01;La Rioja;666.0;La Rioja;0.043204670775218945
1211;2006-10-01;Las Palmas;282991.0;Canarias;0.8638809943189624
1213;2006-10-01;Lleida;1036.0;Cataluna;0.13065960398537016
1215;2006-10-01;Lugo;1128.0;Galicia;0.07068554956761498
1217;2006-10-01;Madrid;23209.0;Comunidad de Madrid;0.30844164473859076
1219;2006-10-01;Malaga;39411.0;Andalucia;0.22103137881719526
1221;2006-10-01;Murcia;3361.0;Region de Murcia;0.10246951219512195
1223;2006-10-01;Navarra;2698.0;Navarra;0.1010373366288432
1225;2006-10-01;Santa Cruz de Tenerife;121025.0;Canarias;0.8323819087182591
1227;2006-10-01;Sevilla;4832.0;Andalucia;0.07969257664967921
1229;2006-10-01;Tarragona;13295.0;Cataluna;0.16173769175557476
1231;2006-10-01;Valencia;4239.0;Valencia;0.05787346749310542
1233;2006-11-01;A Coruna;374.0;Galicia;0.021309327103868726
1235;2006-11-01;Alicante;25458.0;Valencia;0.10532717704299474
1237;2006-11-01;Almeria;3828.0;Andalucia;0.07113390567510314
1239;2006-11-01;Asturias;1146.0;Principado de Asturias;0.0437287747548365
1241;2006-11-01;Barcelona;6910.0;Cataluna;0.16926732479239645
1243;2006-11-01;Cadiz;1257.0;Andalucia;0.0207607313326837
1245;2006-11-01;Cantabria;1630.0;Cantabria;0.05371383378369472
1247;2006-11-01;Castellon;2366.0;Valencia;0.02565019893539749
1249;2006-11-01;Cordoba;608.0;Andalucia;0.056748179951465375
1251;2006-11-01;Girona;3280.0;Cataluna;0.02261335980751067
1253;2006-11-01;Granada;5509.0;Andalucia;0.12405981173715264
1255;2006-11-01;Guipuzcoa;30.0;Pais Vasco;0.002157497303128371
1257;2006-11-01;Huelva;2010.0;Andalucia;0.06424188187164408
1259;2006-11-01;Huesca;798.0;Aragon;0.05013192612137203
1261;2006-11-01;Islas Baleares;6125.0;Islas Baleares;0.01869389922691189
1263;2006-11-01;Jaen;4018.0;Andalucia;0.383726482666412
1265;2006-11-01;La Rioja;580.0;La Rioja;0.03762568926370419
1267;2006-11-01;Las Palmas;272031.0;Canarias;0.8304236204175456
1269;2006-11-01;Lleida;326.0;Cataluna;0.041114894690377095
1271;2006-11-01;Lugo;700.0;Galicia;0.04386514600827171
1273;2006-11-01;Madrid;20048.0;Comunidad de Madrid;0.2664327671902825
1275;2006-11-01;Malaga;22321.0;Andalucia;0.12518437508763075
1277;2006-11-01;Murcia;1660.0;Region de Murcia;0.05060975609756098
1279;2006-11-01;Navarra;1908.0;Navarra;0.07145264577013818
1281;2006-11-01;Santa Cruz de Tenerife;114502.0;Canarias;0.7875182260859996
1283;2006-11-01;Sevilla;3894.0;Andalucia;0.06422245311958834
1285;2006-11-01;Tarragona;1178.0;Cataluna;0.014330725903577816
1287;2006-11-01;Valencia;2398.0;Valencia;0.0327389891598176
1289;2006-12-01;A Coruna;616.0;Galicia;0.03509771522990143
1291;2006-12-01;Alicante;31236.0;Valencia;0.12923244960778474
1293;2006-12-01;Almeria;4940.0;Andalucia;0.09179767346787081
1295;2006-12-01;Asturias;2606.0;Principado de Asturias;0.09943908116152173
1297;2006-12-01;Barcelona;6236.0;Cataluna;0.15275702422653897
1299;2006-12-01;Cadiz;1585.0;Andalucia;0.02617801047120419
1301;2006-12-01;Cantabria;2568.0;Cantabria;0.08462400316351414
1303;2006-12-01;Castellon;9246.0;Valencia;0.10023742153706053
1305;2006-12-01;Cordoba;951.0;Andalucia;0.08876236699645323
1307;2006-12-01;Girona;6530.0;Cataluna;0.04501989010458679
1309;2006-12-01;Granada;9030.0;Andalucia;0.20335089852722604
1311;2006-12-01;Guipuzcoa;112.0;Pais Vasco;0.008054656598345918
1313;2006-12-01;Huelva;1201.0;Andalucia;0.038385323446688824
1315;2006-12-01;Huesca;3230.0;Aragon;0.2029149390626963
1317;2006-12-01;Islas Baleares;5483.0;Islas Baleares;0.016734473381413532
1319;2006-12-01;Jaen;5778.0;Andalucia;0.5518097602903257
1321;2006-12-01;La Rioja;643.0;La Rioja;0.04171261758027895
1323;2006-12-01;Las Palmas;276003.0;Canarias;0.8425488657767086
1325;2006-12-01;Lleida;3108.0;Cataluna;0.3919788119561105
1327;2006-12-01;Lugo;573.0;Galicia;0.03590675523248527
1329;2006-12-01;Madrid;20515.0;Comunidad de Madrid;0.2726390771602477
1331;2006-12-01;Malaga;22003.0;Andalucia;0.12340091416393259
1333;2006-12-01;Murcia;2413.0;Region de Murcia;0.0735670731707317
1335;2006-12-01;Navarra;2145.0;Navarra;0.08032805302774969
1337;2006-12-01;Santa Cruz de Tenerife;123743.0;Canarias;0.8510756829623923
1339;2006-12-01;Sevilla;3792.0;Andalucia;0.06254020088070852
1341;2006-12-01;Tarragona;1361.0;Cataluna;0.01655697619250374
1343;2006-12-01;Valencia;3748.0;Valencia;0.051170029762717416
1345;2007-01-01;A Coruna;292.0;Galicia;0.01663722864794029
1347;2007-01-01;Alicante;17788.0;Valencia;0.07359414821434482
1349;2007-01-01;Almeria;2575.0;Andalucia;0.0478500018582525
1351;2007-01-01;Asturias;324.0;Principado de Asturias;0.012363109092990423
1353;2007-01-01;Barcelona;5906.0;Cataluna;0.14467334590794406
1355;2007-01-01;Cadiz;865.0;Andalucia;0.014286422118354337
1357;2007-01-01;Cantabria;905.0;Cantabria;0.029822711395241546
1359;2007-01-01;Castellon;1649.0;Valencia;0.017877082859032317
1361;2007-01-01;Cordoba;555.0;Andalucia;0.051801381370169874
1363;2007-01-01;Girona;3771.0;Cataluna;0.025998469461622785
1365;2007-01-01;Granada;6053.0;Andalucia;0.1363104085033554
1367;2007-01-01;Guipuzcoa;117.0;Pais Vasco;0.008414239482200648
1369;2007-01-01;Huelva;1020.0;Andalucia;0.03260035796471491
1371;2007-01-01;Huesca;2867.0;Aragon;0.18011056665410227
1373;2007-01-01;Islas Baleares;7793.0;Islas Baleares;0.023784743946991732
1375;2007-01-01;Jaen;1475.0;Andalucia;0.140865246872314
1377;2007-01-01;La Rioja;530.0;La Rioja;0.03438209536166072
1379;2007-01-01;Las Palmas;250157.0;Canarias;0.7636492958993348
1381;2007-01-01;Lleida;2573.0;Cataluna;0.3245049817127002
1383;2007-01-01;Lugo;977.0;Galicia;0.06122321092868781
1385;2007-01-01;Madrid;17831.0;Comunidad de Madrid;0.23696940701166838
1387;2007-01-01;Malaga;18079.0;Andalucia;0.10139367936961947
1389;2007-01-01;Murcia;1329.0;Region de Murcia;0.04051829268292683
1391;2007-01-01;Navarra;1750.0;Navarra;0.06553570759839718
1393;2007-01-01;Santa Cruz de Tenerife;114892.0;Canarias;0.7902005557236788
1395;2007-01-01;Sevilla;2940.0;Andalucia;0.04848844688535946
1397;2007-01-01;Tarragona;911.0;Cataluna;0.011082590236128514
1399;2007-01-01;Valencia;2300.0;Valencia;0.03140103213827376
1401;2007-02-01;A Coruna;484.0;Galicia;0.02757677625206541
1403;2007-02-01;Alicante;20926.0;Valencia;0.08657697017840002
1405;2007-02-01;Almeria;3528.0;Andalucia;0.0655591481770543
1407;2007-02-01;Asturias;427.0;Principado de Asturias;0.016293356736749722
1409;2007-02-01;Barcelona;7098.0;Cataluna;0.17387257183450505
1411;2007-02-01;Cadiz;1570.0;Andalucia;0.025930269047186483
1413;2007-02-01;Cantabria;1272.0;Cantabria;0.04191656231463784
1415;2007-02-01;Castellon;4250.0;Valencia;0.04607495582224824
1417;2007-02-01;Cordoba;524.0;Andalucia;0.048907970879223446
1419;2007-02-01;Girona;6332.0;Cataluna;0.043654815335718765
1421;2007-02-01;Granada;9126.0;Andalucia;0.20551276854479125
1423;2007-02-01;Guipuzcoa;74.0;Pais Vasco;0.005321826681049982
1425;2007-02-01;Huelva;2094.0;Andalucia;0.06692661723344413
1427;2007-02-01;Huesca;4536.0;Aragon;0.2849604221635884
1429;2007-02-01;Islas Baleares;7682.0;Islas Baleares;0.02344596471202239
1431;2007-02-01;Jaen;2670.0;Andalucia;0.2549899723044599
1433;2007-02-01;La Rioja;570.0;La Rioja;0.03697697048329549
1435;2007-02-01;Las Palmas;248190.0;Canarias;0.7576446741416627
1437;2007-02-01;Lleida;4230.0;Cataluna;0.5334846765039728
1439;2007-02-01;Lugo;492.0;Galicia;0.03083093119438526
1441;2007-02-01;Madrid;20896.0;Comunidad de Madrid;0.277702469234245
1443;2007-02-01;Malaga;23974.0;Andalucia;0.13445500687025042
1445;2007-02-01;Murcia;2077.0;Region de Murcia;0.06332317073170732
1447;2007-02-01;Navarra;1876.0;Navarra;0.07025427854548177
1449;2007-02-01;Santa Cruz de Tenerife;116439.0;Canarias;0.8008404632864728
1451;2007-02-01;Sevilla;3410.0;Andalucia;0.05624000131941352
1453;2007-02-01;Tarragona;1290.0;Cataluna;0.015693239741608984
1455;2007-02-01;Valencia;3478.0;Valencia;0.04748382164213746
1457;2007-03-01;A Coruna;656.0;Galicia;0.037376787647427495
