;Fecha;Provincia;Viajeros;Comunidad;Viajeros_normalizado
8007;2015-09-01;Guadalajara;1729.0;Castilla-La Mancha;0.472017472017472
8009;2015-09-01;Guipuzcoa;3849.0;Pais Vasco;0.27680690399137003
8011;2015-09-01;Huelva;9046.0;Andalucia;0.2891204295576579
8013;2015-09-01;Huesca;6640.0;Aragon;0.4171378313858525
8015;2015-09-01;Islas Baleares;214795.0;Islas Baleares;0.6555683403174758
8017;2015-09-01;Jaen;3905.0;Andalucia;0.37293477222805843
8019;2015-09-01;La Rioja;4530.0;La Rioja;0.29386960752513785
8021;2015-09-01;Las Palmas;177831.0;Canarias;0.5428611549509892
8023;2015-09-01;Leon;864.0;Castilla y Leon;0.13846153846153847
8025;2015-09-01;Lleida;2709.0;Cataluna;0.3416572077185017
8027;2015-09-01;Lugo;2594.0;Galicia;0.16255169820779547
8029;2015-09-01;Madrid;41793.0;Comunidad de Madrid;0.5554182282114664
8031;2015-09-01;Malaga;98855.0;Andalucia;0.5544151874596899
8033;2015-09-01;Murcia;9682.0;Region de Murcia;0.2951829268292683
8035;2015-09-01;Navarra;8129.0;Navarra;0.30442272403849757
8037;2015-09-01;Ourense;574.0;Galicia;0.2885872297637003
8039;2015-09-01;Palencia;290.0;Castilla y Leon;0.25021570319240727
8041;2015-09-01;Pontevedra;2647.0;Galicia;0.13187524910322837
8043;2015-09-01;Salamanca;1332.0;Castilla y Leon;0.07844984981447671
8045;2015-09-01;Santa Cruz de Tenerife;99252.0;Canarias;0.6826322594844425
8047;2015-09-01;Segovia;2249.0;Castilla y Leon;0.3218834979247173
8049;2015-09-01;Sevilla;23778.0;Andalucia;0.3921626836871011
8051;2015-09-01;Soria;254.0;Castilla y Leon;0.18553688823959094
8053;2015-09-01;Tarragona;40807.0;Cataluna;0.4964294838262308
8055;2015-09-01;Teruel;3562.0;Aragon;0.40225861095426313
8057;2015-09-01;Toledo;1802.0;Castilla-La Mancha;0.32979502196193267
8059;2015-09-01;Valencia;25178.0;Valencia;0.343745733555416
8061;2015-09-01;Vizcaya;2118.0;Pais Vasco;0.11850940017905102
8063;2015-09-01;Zaragoza;3116.0;Aragon;0.38125535299155755
8065;2015-10-01;A Coruna;2712.0;Galicia;0.15452110990826734
8067;2015-10-01;Alava;1201.0;Pais Vasco;0.571360608943863
8069;2015-10-01;Albacete;977.0;Castilla-La Mancha;0.31679636835278857
8071;2015-10-01;Alicante;70250.0;Valencia;0.2906447555687949
8073;2015-10-01;Almeria;7170.0;Andalucia;0.13323670420336714
8075;2015-10-01;Asturias;4522.0;Principado de Asturias;0.17254931888426756
8077;2015-10-01;Avila;2125.0;Castilla y Leon;0.4275653923541248
8079;2015-10-01;Badajoz;1342.0;Extremadura;0.12171231634318883
8081;2015-10-01;Barcelona;30323.0;Cataluna;0.7427920534992529
8083;2015-10-01;Burgos;1103.0;Castilla y Leon;0.17781718523295179
8085;2015-10-01;Caceres;4257.0;Extremadura;0.24277159965782721
8087;2015-10-01;Cadiz;8892.0;Andalucia;0.14686111615769568
8089;2015-10-01;Cantabria;7226.0;Cantabria;0.23812034535029328
8091;2015-10-01;Castellon;9986.0;Valencia;0.10825988443316963
8093;2015-10-01;Ciudad Real;703.0;Castilla-La Mancha;0.3682556312205343
8095;2015-10-01;Cordoba;3061.0;Andalucia;0.28570095202538737
8097;2015-10-01;Cuenca;4304.0;Castilla-La Mancha;0.4105303319343762
8099;2015-10-01;Girona;13004.0;Cataluna;0.08965369845636242
8101;2015-10-01;Granada;22547.0;Andalucia;0.5077467008962753
8103;2015-10-01;Guadalajara;2314.0;Castilla-La Mancha;0.6317226317226318
8105;2015-10-01;Guipuzcoa;2180.0;Pais Vasco;0.15677813736066162
8107;2015-10-01;Huelva;758.0;Andalucia;0.02422654052671951
8109;2015-10-01;Huesca;5767.0;Aragon;0.36229425807262217
8111;2015-10-01;Islas Baleares;91615.0;Islas Baleares;0.2796149514569033
8113;2015-10-01;Jaen;5442.0;Andalucia;0.519721134562124
8115;2015-10-01;La Rioja;5335.0;La Rioja;0.34609146934803764
8117;2015-10-01;Las Palmas;206446.0;Canarias;0.6302135960266316
8119;2015-10-01;Leon;1153.0;Castilla y Leon;0.18477564102564104
8121;2015-10-01;Lleida;1954.0;Cataluna;0.2464371295245302
8123;2015-10-01;Lugo;1399.0;Galicia;0.0876676275222459
8125;2015-10-01;Madrid;47082.0;Comunidad de Madrid;0.6257076788134918
8127;2015-10-01;Malaga;90010.0;Andalucia;0.504809175289532
8129;2015-10-01;Murcia;7867.0;Region de Murcia;0.23984756097560975
8131;2015-10-01;Navarra;7068.0;Navarra;0.2646893607459836
8133;2015-10-01;Ourense;472.0;Galicia;0.23730517848164906
8135;2015-10-01;Palencia;167.0;Castilla y Leon;0.14408973252804141
8137;2015-10-01;Pontevedra;1051.0;Galicia;0.05236149860502192
8139;2015-10-01;Salamanca;1306.0;Castilla y Leon;0.07691854643971965
8141;2015-10-01;Santa Cruz de Tenerife;119915.0;Canarias;0.8247475859033261
8143;2015-10-01;Segovia;3824.0;Castilla y Leon;0.5473021325318449
8145;2015-10-01;Sevilla;24667.0;Andalucia;0.4068246664357693
8147;2015-10-01;Soria;873.0;Castilla y Leon;0.6376917457998539
8149;2015-10-01;Tarragona;32132.0;Cataluna;0.39089548788944173
8151;2015-10-01;Teruel;3959.0;Aragon;0.4470920383963862
8153;2015-10-01;Toledo;2327.0;Castilla-La Mancha;0.4258784773060029
8155;2015-10-01;Valencia;18499.0;Valencia;0.25255986675040276
8157;2015-10-01;Vizcaya;1962.0;Pais Vasco;0.10978066248880931
8159;2015-10-01;Zaragoza;3677.0;Aragon;0.4498959990211673
8161;2015-11-01;A Coruna;1765.0;Galicia;0.1005640704233377
8163;2015-11-01;Alava;1033.0;Pais Vasco;0.49143672692673646
8165;2015-11-01;Albacete;748.0;Castilla-La Mancha;0.24254215304798962
8167;2015-11-01;Alicante;37073.0;Valencia;0.15338182239433357
8169;2015-11-01;Almeria;2257.0;Andalucia;0.04194075891032074
8171;2015-11-01;Asturias;1211.0;Principado de Asturias;0.04620902812225741
8173;2015-11-01;Avila;1255.0;Castilla y Leon;0.25251509054325955
8175;2015-11-01;Badajoz;785.0;Extremadura;0.07119535643025576
8177;2015-11-01;Barcelona;17473.0;Cataluna;0.42801851897214804
8179;2015-11-01;Burgos;515.0;Castilla y Leon;0.08302434305980977
8181;2015-11-01;Caceres;3417.0;Extremadura;0.19486740804106073
8183;2015-11-01;Cadiz;4311.0;Andalucia;0.07120088526268849
8185;2015-11-01;Cantabria;2605.0;Cantabria;0.08584327423713174
8187;2015-11-01;Castellon;4299.0;Valencia;0.046606172959963575
8189;2015-11-01;Ciudad Real;405.0;Castilla-La Mancha;0.21215295966474593
8191;2015-11-01;Cordoba;2524.0;Andalucia;0.23557961545641218
8193;2015-11-01;Cuenca;2513.0;Castilla-La Mancha;0.23969858832506677
8195;2015-11-01;Girona;3845.0;Cataluna;0.026508648920694673
8197;2015-11-01;Granada;11844.0;Andalucia;0.2667207134171058
8199;2015-11-01;Guadalajara;1742.0;Castilla-La Mancha;0.4755664755664756
8201;2015-11-01;Guipuzcoa;2509.0;Pais Vasco;0.18043869111830277
8203;2015-11-01;Huelva;564.0;Andalucia;0.018026080286371773
8205;2015-11-01;Huesca;1637.0;Aragon;0.10283955270762658
8207;2015-11-01;Islas Baleares;5403.0;Islas Baleares;0.016490308167021215
8209;2015-11-01;Jaen;2855.0;Andalucia;0.2726578168274281
8211;2015-11-01;La Rioja;3906.0;La Rioja;0.25338955562763543
8213;2015-11-01;Las Palmas;189507.0;Canarias;0.5785042478043598
8215;2015-11-01;Leon;693.0;Castilla y Leon;0.1110576923076923
8217;2015-11-01;Lleida;964.0;Cataluna;0.12157901374700467
8219;2015-11-01;Lugo;890.0;Galicia;0.05577139992480261
8221;2015-11-01;Madrid;34907.0;Comunidad de Madrid;0.4639050580761768
8223;2015-11-01;Malaga;51733.0;Andalucia;0.2901376854266566
8225;2015-11-01;Murcia;3851.0;Region de Murcia;0.11740853658536585
8227;2015-11-01;Navarra;2986.0;Navarra;0.11182264165075086
8229;2015-11-01;Ourense;362.0;Galicia;0.1820010055304173
8231;2015-11-01;Palencia;0.0;Castilla y Leon;0.0
8233;2015-11-01;Pontevedra;236.0;Galicia;0.011757672379434038
8235;2015-11-01;Salamanca;848.0;Castilla y Leon;0.04994404853053772
8237;2015-11-01;Santa Cruz de Tenerife;109098.0;Canarias;0.7503507661833888
8239;2015-11-01;Segovia;3107.0;Castilla y Leon;0.4446829826821239
8241;2015-11-01;Sevilla;16333.0;Andalucia;0.269374762917883
8243;2015-11-01;Soria;636.0;Castilla y Leon;0.464572680788897
8245;2015-11-01;Tarragona;2162.0;Cataluna;0.026301383194851643
8247;2015-11-01;Teruel;2444.0;Aragon;0.2760022586109543
8249;2015-11-01;Toledo;980.0;Castilla-La Mancha;0.17935578330893118
8251;2015-11-01;Valencia;13752.0;Valencia;0.18775086694153947
8253;2015-11-01;Vizcaya;1597.0;Pais Vasco;0.08935765443151299
8255;2015-11-01;Zaragoza;2292.0;Aragon;0.2804355805701701
8257;2015-12-01;A Coruna;1806.0;Galicia;0.10290011965130191
8259;2015-12-01;Alava;1368.0;Pais Vasco;0.6508087535680305
8261;2015-12-01;Albacete;1155.0;Castilla-La Mancha;0.3745136186770428
8263;2015-12-01;Alicante;40973.0;Valencia;0.16951726078178267
8265;2015-12-01;Almeria;3549.0;Andalucia;0.06594938120191772
8267;2015-12-01;Asturias;2956.0;Principado de Asturias;0.11279429160148052
8269;2015-12-01;Avila;1779.0;Castilla y Leon;0.3579476861167002
8271;2015-12-01;Badajoz;858.0;Extremadura;0.07781607110466171
8273;2015-12-01;Barcelona;17693.0;Cataluna;0.43340763785121134
8275;2015-12-01;Burgos;878.0;Castilla y Leon;0.1415444139932291
8277;2015-12-01;Caceres;3415.0;Extremadura;0.1947533504419732
8279;2015-12-01;Cadiz;4170.0;Andalucia;0.06887211587692206
8281;2015-12-01;Cantabria;4806.0;Cantabria;0.15837342648124958
8283;2015-12-01;Castellon;8734.0;Valencia;0.0946867445062391
8285;2015-12-01;Ciudad Real;777.0;Castilla-La Mancha;0.4070193818753274
8287;2015-12-01;Cordoba;3293.0;Andalucia;0.3073548627963412
8289;2015-12-01;Cuenca;4078.0;Castilla-La Mancha;0.38897367417016404
8291;2015-12-01;Girona;7983.0;Cataluna;0.055037332726633435
8293;2015-12-01;Granada;17208.0;Andalucia;0.387515200648561
8295;2015-12-01;Guadalajara;1930.0;Castilla-La Mancha;0.5268905268905268
8297;2015-12-01;Guipuzcoa;2790.0;Pais Vasco;0.20064724919093851
8299;2015-12-01;Huelva;1096.0;Andalucia;0.03502940424443876
8301;2015-12-01;Huesca;7197.0;Aragon;0.45212966453071995
8303;2015-12-01;Islas Baleares;4831.0;Islas Baleares;0.014744526884116137
8305;2015-12-01;Jaen;4593.0;Andalucia;0.4386400534810429
8307;2015-12-01;La Rioja;4392.0;La Rioja;0.2849172883554979
8309;2015-12-01;Las Palmas;185814.0;Canarias;0.5672307001932346
8311;2015-12-01;Leon;523.0;Castilla y Leon;0.08381410256410256
8313;2015-12-01;Lleida;5034.0;Cataluna;0.6348846008323874
8315;2015-12-01;Lugo;1250.0;Galicia;0.07833061787191377
8317;2015-12-01;Madrid;34479.0;Comunidad de Madrid;0.4582170480822901
8319;2015-12-01;Malaga;55393.0;Andalucia;0.31066431115223914
8321;2015-12-01;Murcia;3354.0;Region de Murcia;0.1022560975609756
8323;2015-12-01;Navarra;4426.0;Navarra;0.1657491667602891
8325;2015-12-01;Ourense;602.0;Galicia;0.30266465560583206
8327;2015-12-01;Palencia;0.0;Castilla y Leon;0.0
8329;2015-12-01;Pontevedra;405.0;Galicia;0.020177361498605023
8331;2015-12-01;Salamanca;1175.0;Castilla y Leon;0.06920313328228989
8333;2015-12-01;Santa Cruz de Tenerife;107379.0;Canarias;0.7385278824726953
8335;2015-12-01;Segovia;3186.0;Castilla y Leon;0.45598969514813226
8337;2015-12-01;Sevilla;18499.0;Andalucia;0.3050978839905662
8339;2015-12-01;Soria;599.0;Castilla y Leon;0.43754565376187
8341;2015-12-01;Tarragona;3731.0;Cataluna;0.04538874222941327
8343;2015-12-01;Teruel;4033.0;Aragon;0.4554488989271598
8345;2015-12-01;Toledo;1663.0;Castilla-La Mancha;0.3043557833089312
8347;2015-12-01;Valencia;12204.0;Valencia;0.16661660705021433
8349;2015-12-01;Vizcaya;1681.0;Pais Vasco;0.09405774395702775
8351;2015-12-01;Zaragoza;2316.0;Aragon;0.2833720787960357
8353;2016-01-01;A Coruna;2158.0;Galicia;0.12295595692553131
8355;2016-01-01;Alava;648.0;Pais Vasco;0.3082778306374881
8357;2016-01-01;Albacete;385.0;Castilla-La Mancha;0.1248378728923476
8359;2016-01-01;Alicante;28370.0;Valencia;0.11737497103895674
8361;2016-01-01;Almeria;2159.0;Andalucia;0.040119671460958115
8363;2016-01-01;Asturias;823.0;Principado de Asturias;0.03140382340596024
8365;2016-01-01;Avila;1040.0;Castilla y Leon;0.20925553319919518
8367;2016-01-01;Badajoz;594.0;Extremadura;0.05387266461091964
8369;2016-01-01;Barcelona;19650.0;Cataluna;0.48134629987996963
8371;2016-01-01;Burgos;491.0;Castilla y Leon;0.07915524746090602
8373;2016-01-01;Caceres;1640.0;Extremadura;0.09352723125178215
8375;2016-01-01;Cadiz;4331.0;Andalucia;0.07153120716137876
8377;2016-01-01;Cantabria;2398.0;Cantabria;0.07902194687932512
8379;2016-01-01;Castellon;2775.0;Valencia;0.030084235860409144
8381;2016-01-01;Ciudad Real;167.0;Castilla-La Mancha;0.08748035620743845
8383;2016-01-01;Cordoba;2320.0;Andalucia;0.2165391077095389
8385;2016-01-01;Cuenca;1986.0;Castilla-La Mancha;0.18943151468904998
8387;2016-01-01;Girona;6008.0;Cataluna;0.04142105662302564
8389;2016-01-01;Granada;13896.0;Andalucia;0.31293068504256183
8391;2016-01-01;Guadalajara;525.0;Castilla-La Mancha;0.14332514332514332
8393;2016-01-01;Guipuzcoa;1385.0;Pais Vasco;0.0996044588277598
8395;2016-01-01;Huelva;1002.0;Andalucia;0.03202505753004347
8397;2016-01-01;Huesca;6989.0;Aragon;0.439062696318633
8399;2016-01-01;Islas Baleares;2122.0;Islas Baleares;0.00647648231175625
8401;2016-01-01;Jaen;2534.0;Andalucia;0.24200171903352116
8403;2016-01-01;La Rioja;1434.0;La Rioja;0.09302627311060656
8405;2016-01-01;Las Palmas;188013.0;Canarias;0.5739435437342214
8407;2016-01-01;Leon;436.0;Castilla y Leon;0.06987179487179487
8409;2016-01-01;Lleida;4274.0;Cataluna;0.539033926094085
8411;2016-01-01;Lugo;934.0;Galicia;0.05852863767389397
8413;2016-01-01;Madrid;29243.0;Comunidad de Madrid;0.3886319538580124
8415;2016-01-01;Malaga;51434.0;Andalucia;0.28846078348896553
8417;2016-01-01;Murcia;2138.0;Region de Murcia;0.0651829268292683
8419;2016-01-01;Navarra;2359.0;Navarra;0.0883421338426394
8421;2016-01-01;Ourense;995.0;Galicia;0.5002513826043238
8423;2016-01-01;Palencia;145.0;Castilla y Leon;0.12510785159620363
8425;2016-01-01;Pontevedra;610.0;Galicia;0.030390593862096454
8427;2016-01-01;Salamanca;973.0;Castilla y Leon;0.05730608398610048
8429;2016-01-01;Santa Cruz de Tenerife;112494.0;Canarias;0.7737076673361027
8431;2016-01-01;Segovia;1685.0;Castilla y Leon;0.24116215829397453
8433;2016-01-01;Sevilla;16792.0;Andalucia;0.27694489799284217
8435;2016-01-01;Soria;203.0;Castilla y Leon;0.14828341855368882
8437;2016-01-01;Tarragona;1461.0;Cataluna;0.01777350640503157
8439;2016-01-01;Teruel;2366.0;Aragon;0.2671936758893281
8441;2016-01-01;Toledo;603.0;Castilla-La Mancha;0.11035871156661786
8443;2016-01-01;Valencia;9938.0;Valencia;0.1356797640826803
8445;2016-01-01;Valladolid;454.0;Castilla y Leon;0.08202348690153569
8447;2016-01-01;Vizcaya;1533.0;Pais Vasco;0.08577663384064459
8449;2016-01-01;Zamora;87.0;Castilla y Leon;0.021502718734552645
8451;2016-01-01;Zaragoza;1901.0;Aragon;0.23259513030710877
8453;2016-02-01;A Coruna;2764.0;Galicia;0.15748390405105123
8455;2016-02-01;Alava;717.0;Pais Vasco;0.34110371075166507
8457;2016-02-01;Albacete;743.0;Castilla-La Mancha;0.24092088197146563
8459;2016-02-01;Alicante;41069.0;Valencia;0.16991444080362758
8461;2016-02-01;Almeria;3395.0;Andalucia;0.06308767235291932
8463;2016-02-01;Asturias;834.0;Principado de Asturias;0.031823558591216085
8465;2016-02-01;Avila;1101.0;Castilla y Leon;0.2215291750503018
8467;2016-02-01;Badajoz;966.0;Extremadura;0.08761110103391982
8469;2016-02-01;Barcelona;19638.0;Cataluna;0.4810523479411116
8471;2016-02-01;Burgos;470.0;Castilla y Leon;0.07576978881186523
8473;2016-02-01;Caceres;3096.0;Extremadura;0.17656116338751068
8475;2016-02-01;Cadiz;6011.0;Andalucia;0.09927824665136176
8477;2016-02-01;Cantabria;3262.0;Cantabria;0.10749357411190931
8479;2016-02-01;Castellon;3721.0;Valencia;0.04033997896813781
8481;2016-02-01;Ciudad Real;256.0;Castilla-La Mancha;0.13410162388685176
8483;2016-02-01;Cordoba;3379.0;Andalucia;0.31538174351316034
8485;2016-02-01;Cuenca;2205.0;Castilla-La Mancha;0.21032048836322015
8487;2016-02-01;Girona;7765.0;Cataluna;0.053534371617475714
8489;2016-02-01;Granada;18204.0;Andalucia;0.4099446020807999
8491;2016-02-01;Guadalajara;1207.0;Castilla-La Mancha;0.3295113295113295
8493;2016-02-01;Guipuzcoa;1268.0;Pais Vasco;0.09119021934555915
8495;2016-02-01;Huelva;1381.0;Andalucia;0.04413832779340322
8497;2016-02-01;Huesca;7669.0;Aragon;0.481781630858148
8499;2016-02-01;Islas Baleares;5134.0;Islas Baleares;0.015669302633627043
8501;2016-02-01;Jaen;3445.0;Andalucia;0.3290039155763537
8503;2016-02-01;La Rioja;2906.0;La Rioja;0.18851767758676613
8505;2016-02-01;Las Palmas;184100.0;Canarias;0.5619984065009875
8507;2016-02-01;Leon;641.0;Castilla y Leon;0.10272435897435897
8509;2016-02-01;Lleida;5768.0;Cataluna;0.727456173540169
8511;2016-02-01;Lugo;1451.0;Galicia;0.09092618122571751
8513;2016-02-01;Madrid;32658.0;Comunidad de Madrid;0.4340164261223188
8515;2016-02-01;Malaga;61844.0;Andalucia;0.34684389108549957
8517;2016-02-01;Murcia;4385.0;Region de Murcia;0.1336890243902439
8519;2016-02-01;Navarra;2201.0;Navarra;0.0824251956708984
8521;2016-02-01;Ourense;728.0;Galicia;0.3660130718954248
8523;2016-02-01;Palencia;82.0;Castilla y Leon;0.07075064710957722
8525;2016-02-01;Pontevedra;1099.0;Galicia;0.054752889597449186
8527;2016-02-01;Salamanca;1784.0;Castilla y Leon;0.10507097002179162
8529;2016-02-01;Santa Cruz de Tenerife;106415.0;Canarias;0.7318977138298165
8531;2016-02-01;Segovia;2124.0;Castilla y Leon;0.30399313009875484
8533;2016-02-01;Sevilla;19275.0;Andalucia;0.3178961951412597
8535;2016-02-01;Soria;261.0;Castilla y Leon;0.19065010956902848
8537;2016-02-01;Tarragona;1485.0;Cataluna;0.018065473656038247
8539;2016-02-01;Teruel;2555.0;Aragon;0.2885375494071146
8541;2016-02-01;Toledo;868.0;Castilla-La Mancha;0.15885797950219618
8543;2016-02-01;Valencia;10891.0;Valencia;0.14869071348606067
8545;2016-02-01;Valladolid;389.0;Castilla y Leon;0.07028003613369467
8547;2016-02-01;Vizcaya;1690.0;Pais Vasco;0.09456132497761863
8549;2016-02-01;Zamora;160.0;Castilla y Leon;0.039545229856648545
8551;2016-02-01;Zaragoza;2222.0;Aragon;0.2718707940780619
8553;2016-03-01;A Coruna;4051.0;Galicia;0.23081305908495242
8555;2016-03-01;Alava;1031.0;Pais Vasco;0.4904852521408183
8557;2016-03-01;Albacete;1037.0;Castilla-La Mancha;0.33625162127107655
8559;2016-03-01;Alicante;60707.0;Valencia;0.2511625790222752
8561;2016-03-01;Almeria;4494.0;Andalucia;0.08350986732077155
8563;2016-03-01;Asturias;4647.0;Principado de Asturias;0.17731903689853856
8565;2016-03-01;Avila;1541.0;Castilla y Leon;0.31006036217303823
8567;2016-03-01;Badajoz;1067.0;Extremadura;0.09677126791220751
8569;2016-03-01;Barcelona;25514.0;Cataluna;0.6249908140019107
8571;2016-03-01;Burgos;978.0;Castilla y Leon;0.15766564565532806
8573;2016-03-01;Caceres;6535.0;Extremadura;0.37268320501853436
8575;2016-03-01;Cadiz;8762.0;Andalucia;0.1447140238162089
8577;2016-03-01;Cantabria;6851.0;Cantabria;0.2257628682528175
8579;2016-03-01;Castellon;10780.0;Valencia;0.11686777029737319
8581;2016-03-01;Ciudad Real;571.0;Castilla-La Mancha;0.2991094814038764
8583;2016-03-01;Cordoba;4436.0;Andalucia;0.4140377076722046
8585;2016-03-01;Cuenca;3064.0;Castilla-La Mancha;0.29225486455551314
8587;2016-03-01;Girona;10800.0;Cataluna;0.07445862375643757
8589;2016-03-01;Granada;18574.0;Andalucia;0.41827680944016576
8591;2016-03-01;Guadalajara;2170.0;Castilla-La Mancha;0.5924105924105925
8593;2016-03-01;Guipuzcoa;3140.0;Pais Vasco;0.22581805106076952
8595;2016-03-01;Huelva;3534.0;Andalucia;0.1129506520071593
8597;2016-03-01;Huesca;10101.0;Aragon;0.6345646437994723
8599;2016-03-01;Islas Baleares;19954.0;Islas Baleares;0.06090090859980406
8601;2016-03-01;Jaen;4307.0;Andalucia;0.41132652086715693
8603;2016-03-01;La Rioja;4375.0;La Rioja;0.2838144664288031
8605;2016-03-01;Las Palmas;204457.0;Canarias;0.6241418153067486
8607;2016-03-01;Leon;1523.0;Castilla y Leon;0.2440705128205128
8609;2016-03-01;Lleida;6740.0;Cataluna;0.8500441417581032
8611;2016-03-01;Lugo;1296.0;Galicia;0.0812131846096002
8613;2016-03-01;Madrid;42218.0;Comunidad de Madrid;0.561066368976424
8615;2016-03-01;Malaga;75096.0;Andalucia;0.42116597964162533
8617;2016-03-01;Murcia;5801.0;Region de Murcia;0.17685975609756097
8619;2016-03-01;Navarra;4628.0;Navarra;0.17331385986593267
8621;2016-03-01;Ourense;1053.0;Galicia;0.5294117647058824
8623;2016-03-01;Palencia;184.0;Castilla y Leon;0.15875754961173424
8625;2016-03-01;Pontevedra;1960.0;Galicia;0.09764846552411319
8627;2016-03-01;Salamanca;3423.0;Castilla y Leon;0.20160197891513046
8629;2016-03-01;Santa Cruz de Tenerife;124164.0;Canarias;0.8539712234174255
8631;2016-03-01;Segovia;3068.0;Castilla y Leon;0.43910118792042363
8633;2016-03-01;Sevilla;22073.0;Andalucia;0.36404268302739434
8635;2016-03-01;Soria;691.0;Castilla y Leon;0.5047479912344777
8637;2016-03-01;Tarragona;12825.0;Cataluna;0.15601999975669395
8639;2016-03-01;Teruel;3331.0;Aragon;0.376171654432524
8641;2016-03-01;Toledo;1200.0;Castilla-La Mancha;0.21961932650073207
8643;2016-03-01;Valencia;20534.0;Valencia;0.28034295388144065
8645;2016-03-01;Valladolid;472.0;Castilla y Leon;0.08527551942186089
8647;2016-03-01;Vizcaya;2386.0;Pais Vasco;0.13350492390331245
8649;2016-03-01;Zamora;498.0;Castilla y Leon;0.12308452792881859
8651;2016-03-01;Zaragoza;3297.0;Aragon;0.4034014437782944
8653;2016-04-01;A Coruna;3359.0;Galicia;0.19138510626175148
8655;2016-04-01;Alava;987.0;Pais Vasco;0.46955280685061845
8657;2016-04-01;Albacete;926.0;Castilla-La Mancha;0.3002594033722438
8659;2016-04-01;Alicante;71721.0;Valencia;0.29673071194518913
8661;2016-04-01;Almeria;11757.0;Andalucia;0.21847474634853384
8663;2016-04-01;Asturias;3702.0;Principado de Asturias;0.14125996871064983
8665;2016-04-01;Avila;2528.0;Castilla y Leon;0.5086519114688128
8667;2016-04-01;Badajoz;1160.0;Extremadura;0.10520587701795756
8669;2016-04-01;Barcelona;29513.0;Cataluna;0.7229502976263381
8671;2016-04-01;Burgos;715.0;Castilla y Leon;0.11526680638400774
8673;2016-04-01;Caceres;5939.0;Extremadura;0.33869404049044766
8675;2016-04-01;Cadiz;9376.0;Andalucia;0.1548549061060003
8677;2016-04-01;Cantabria;6016.0;Cantabria;0.19824688591577144
8679;2016-04-01;Castellon;12502.0;Valencia;0.1355362582799406
8681;2016-04-01;Ciudad Real;664.0;Castilla-La Mancha;0.34782608695652173
8683;2016-04-01;Cordoba;4061.0;Andalucia;0.3790367743139817
8685;2016-04-01;Cuenca;3684.0;Castilla-La Mancha;0.3513925982449447
8687;2016-04-01;Girona;14668.0;Cataluna;0.1011258419684654
8689;2016-04-01;Granada;16788.0;Andalucia;0.37805701932171326
8691;2016-04-01;Guadalajara;1691.0;Castilla-La Mancha;0.46164346164346165
8693;2016-04-01;Guipuzcoa;3418.0;Pais Vasco;0.2458108594030924
8695;2016-04-01;Huelva;3195.0;Andalucia;0.10211582715418052
8697;2016-04-01;Huesca;3624.0;Aragon;0.22766679231059178
8699;2016-04-01;Islas Baleares;35847.0;Islas Baleares;0.10940738050401805
8701;2016-04-01;Jaen;4136.0;Andalucia;0.39499570241619714
8703;2016-04-01;La Rioja;3255.0;La Rioja;0.21115796302302953
8705;2016-04-01;Las Palmas;179051.0;Canarias;0.5465854246735922
8707;2016-04-01;Leon;791.0;Castilla y Leon;0.1267628205128205
8709;2016-04-01;Lleida;1292.0;Cataluna;0.16294614705511415
8711;2016-04-01;Lugo;1184.0;Galicia;0.07419476124827673
8713;2016-04-01;Madrid;40210.0;Comunidad de Madrid;0.5343805650798713
8715;2016-04-01;Malaga;93471.0;Andalucia;0.5242197358458821
8717;2016-04-01;Murcia;7838.0;Region de Murcia;0.23896341463414633
8719;2016-04-01;Navarra;5742.0;Navarra;0.21503201887428378
8721;2016-04-01;Ourense;750.0;Galicia;0.3770739064856712
8723;2016-04-01;Palencia;176.0;Castilla y Leon;0.15185504745470232
8725;2016-04-01;Pontevedra;1335.0;Galicia;0.06651056197688322
8727;2016-04-01;Salamanca;2904.0;Castilla y Leon;0.1710348077036339
8729;2016-04-01;Santa Cruz de Tenerife;123694.0;Canarias;0.8507386723156071
8731;2016-04-01;Segovia;2597.0;Castilla y Leon;0.37169028195219694
8733;2016-04-01;Sevilla;28374.0;Andalucia;0.46796299045074463
8735;2016-04-01;Soria;653.0;Castilla y Leon;0.47699050401753107
8737;2016-04-01;Tarragona;18888.0;Cataluna;0.2297782265422562
8739;2016-04-01;Teruel;3616.0;Aragon;0.4083568605307736
8741;2016-04-01;Toledo;1268.0;Castilla-La Mancha;0.23206442166910687
8743;2016-04-01;Valencia;18708.0;Valencia;0.255413264888185
8745;2016-04-01;Valladolid;646.0;Castilla y Leon;0.11671183378500452
8747;2016-04-01;Vizcaya;2506.0;Pais Vasco;0.1402193375111907
8749;2016-04-01;Zamora;384.0;Castilla y Leon;0.0949085516559565
8751;2016-04-01;Zaragoza;3456.0;Aragon;0.42285574452465435
8753;2016-05-01;A Coruna;4763.0;Galicia;0.2713805481169164
8755;2016-05-01;Alava;896.0;Pais Vasco;0.4262607040913416
8757;2016-05-01;Albacete;814.0;Castilla-La Mancha;0.26394293125810636
8759;2016-05-01;Alicante;95053.0;Valencia;0.393262006421077
8761;2016-05-01;Almeria;12911.0;Andalucia;0.23991898019102836
8763;2016-05-01;Asturias;6415.0;Principado de Asturias;0.24478192849238753
8765;2016-05-01;Avila;1632.0;Castilla y Leon;0.3283702213279678
8767;2016-05-01;Badajoz;1086.0;Extremadura;0.0984944676219844
8769;2016-05-01;Barcelona;31174.0;Cataluna;0.7636381451632658
